,Median_HHI,NAME,state_code,county_code
Value,49305,"St. Lawrence County, New York",36,089
Value,80839,"Saratoga County, New York",36,091
Value,63785,"Schenectady County, New York",36,093
Value,53989,"Schoharie County, New York",36,095
Value,51479,"Schuyler County, New York",36,097
Value,54695,"Seneca County, New York",36,099
Value,51789,"Steuben County, New York",36,101
Value,96675,"Suffolk County, New York",36,103
Value,56256,"Sullivan County, New York",36,105
Value,60736,"Tioga County, New York",36,107
Value,58743,"Tompkins County, New York",36,109
Value,63348,"Ulster County, New York",36,111
Value,59813,"Warren County, New York",36,113
Value,54114,"Washington County, New York",36,115
Value,55765,"Wayne County, New York",36,117
Value,92758,"Westchester County, New York",36,119
Value,57914,"Wyoming County, New York",36,121
Value,54343,"Yates County, New York",36,123
Value,45735,"Alamance County, North Carolina",37,001
Value,44961,"Alexander County, North Carolina",37,003
Value,37558,"Alleghany County, North Carolina",37,005
Value,39126,"Anson County, North Carolina",37,007
Value,40978,"Ashe County, North Carolina",37,009
Value,38134,"Avery County, North Carolina",37,011
Value,43688,"Beaufort County, North Carolina",37,013
Value,33143,"Bertie County, North Carolina",37,015
Value,32378,"Bladen County, North Carolina",37,017
Value,54406,"Brunswick County, North Carolina",37,019
Value,50668,"Buncombe County, North Carolina",37,021
Value,42516,"Burke County, North Carolina",37,023
Value,64174,"Cabarrus County, North Carolina",37,025
Value,42072,"Caldwell County, North Carolina",37,027
Value,63349,"Camden County, North Carolina",37,029
Value,54428,"Carteret County, North Carolina",37,031
Value,43961,"Caswell County, North Carolina",37,033
Value,51157,"Catawba County, North Carolina",37,035
Value,63531,"Chatham County, North Carolina",37,037
Value,40294,"Cherokee County, North Carolina",37,039
Value,42621,"Chowan County, North Carolina",37,041
Value,38801,"Clay County, North Carolina",37,043
Value,40393,"Cleveland County, North Carolina",37,045
Value,36398,"Columbus County, North Carolina",37,047
Value,50870,"Craven County, North Carolina",37,049
Value,45716,"Cumberland County, North Carolina",37,051
Value,66284,"Currituck County, North Carolina",37,053
Value,58012,"Dare County, North Carolina",37,055
Value,47271,"Davidson County, North Carolina",37,057
Value,57611,"Davie County, North Carolina",37,059
Value,38850,"Duplin County, North Carolina",37,061
Value,58190,"Durham County, North Carolina",37,063
Value,35516,"Edgecombe County, North Carolina",37,065
Value,50128,"Forsyth County, North Carolina",37,067
Value,53175,"Franklin County, North Carolina",37,069
Value,49384,"Gaston County, North Carolina",37,071
Value,52205,"Gates County, North Carolina",37,073
Value,36525,"Graham County, North Carolina",37,075
Value,55628,"Granville County, North Carolina",37,077
Value,38306,"Greene County, North Carolina",37,079
Value,51072,"Guilford County, North Carolina",37,081
Value,34251,"Halifax County, North Carolina",37,083
Value,51630,"Harnett County, North Carolina",37,085
Value,49800,"Haywood County, North Carolina",37,087
Value,52815,"Henderson County, North Carolina",37,089
Value,37005,"Hertford County, North Carolina",37,091
Value,47535,"Hoke County, North Carolina",37,093
Value,45466,"Hyde County, North Carolina",37,095
Value,58198,"Iredell County, North Carolina",37,097
Value,44028,"Jackson County, North Carolina",37,099
Value,56842,"Johnston County, North Carolina",37,101
Value,36892,"Jones County, North Carolina",37,103
Value,48873,"Lee County, North Carolina",37,105
Value,38387,"Lenoir County, North Carolina",37,107
Value,53318,"Lincoln County, North Carolina",37,109
Value,40913,"McDowell County, North Carolina",37,111
Value,43597,"Macon County, North Carolina",37,113
Value,42410,"Madison County, North Carolina",37,115
Value,39205,"Martin County, North Carolina",37,117
Value,64312,"Mecklenburg County, North Carolina",37,119
Value,44186,"Mitchell County, North Carolina",37,121
Value,42346,"Montgomery County, North Carolina",37,123
Value,57899,"Moore County, North Carolina",37,125
Value,48362,"Nash County, North Carolina",37,127
Value,52716,"New Hanover County, North Carolina",37,129
Value,35499,"Northampton County, North Carolina",37,131
Value,49491,"Onslow County, North Carolina",37,133
Value,68211,"Orange County, North Carolina",37,135
Value,44947,"Pamlico County, North Carolina",37,137
Value,48279,"Pasquotank County, North Carolina",37,139
Value,52989,"Pender County, North Carolina",37,141
Value,45915,"Perquimans County, North Carolina",37,143
Value,48811,"Person County, North Carolina",37,145
Value,44315,"Pitt County, North Carolina",37,147
Value,48834,"Polk County, North Carolina",37,149
Value,45006,"Randolph County, North Carolina",37,151
Value,36091,"Richmond County, North Carolina",37,153
Value,33679,"Robeson County, North Carolina",37,155
Value,42490,"Rockingham County, North Carolina",37,157
Value,48667,"Rowan County, North Carolina",37,159
Value,40347,"Rutherford County, North Carolina",37,161
Value,39068,"Sampson County, North Carolina",37,163
Value,35617,"Scotland County, North Carolina",37,165
Value,49590,"Stanly County, North Carolina",37,167
Value,46169,"Stokes County, North Carolina",37,169
Value,41068,"Surry County, North Carolina",37,171
Value,36773,"Swain County, North Carolina",37,173
Value,46629,"Transylvania County, North Carolina",37,175
Value,35472,"Tyrrell County, North Carolina",37,177
Value,75397,"Union County, North Carolina",37,179
Value,37282,"Vance County, North Carolina",37,181
Value,76956,"Wake County, North Carolina",37,183
Value,35962,"Warren County, North Carolina",37,185
Value,35512,"Washington County, North Carolina",37,187
Value,45268,"Watauga County, North Carolina",37,189
Value,42192,"Wayne County, North Carolina",37,191
Value,40829,"Wilkes County, North Carolina",37,193
Value,42850,"Wilson County, North Carolina",37,195
Value,42876,"Yadkin County, North Carolina",37,197
Value,39888,"Yancey County, North Carolina",37,199
Value,54875,"Adams County, North Dakota",38,001
Value,57064,"Barnes County, North Dakota",38,003
Value,44313,"Benson County, North Dakota",38,005
Value,92604,"Billings County, North Dakota",38,007
Value,59882,"Bottineau County, North Dakota",38,009
Value,65063,"Bowman County, North Dakota",38,011
Value,74931,"Burke County, North Dakota",38,013
Value,69719,"Burleigh County, North Dakota",38,015
Value,62031,"Cass County, North Dakota",38,017
Value,67591,"Cavalier County, North Dakota",38,019
Value,60918,"Dickey County, North Dakota",38,021
Value,60074,"Divide County, North Dakota",38,023
Value,70500,"Dunn County, North Dakota",38,025
Value,51563,"Eddy County, North Dakota",38,027
Value,51029,"Emmons County, North Dakota",38,029
Value,60613,"Foster County, North Dakota",38,031
Value,56087,"Golden Valley County, North Dakota",38,033
Value,51951,"Grand Forks County, North Dakota",38,035
Value,50962,"Grant County, North Dakota",38,037
Value,52794,"Griggs County, North Dakota",38,039
Value,56761,"Hettinger County, North Dakota",38,041
Value,57734,"Kidder County, North Dakota",38,043
Value,59426,"LaMoure County, North Dakota",38,045
Value,58144,"Logan County, North Dakota",38,047
Value,62637,"McHenry County, North Dakota",38,049
Value,50739,"McIntosh County, North Dakota",38,051
Value,80732,"McKenzie County, North Dakota",38,053
Value,65648,"McLean County, North Dakota",38,055
Value,79890,"Mercer County, North Dakota",38,057
Value,67584,"Morton County, North Dakota",38,059
Value,70678,"Mountrail County, North Dakota",38,061
Value,48798,"Nelson County, North Dakota",38,063
Value,68333,"Oliver County, North Dakota",38,065
Value,64962,"Pembina County, North Dakota",38,067
Value,48802,"Pierce County, North Dakota",38,069
Value,57313,"Ramsey County, North Dakota",38,071
Value,61810,"Ransom County, North Dakota",38,073
Value,68182,"Renville County, North Dakota",38,075
Value,61990,"Richland County, North Dakota",38,077
Value,39884,"Rolette County, North Dakota",38,079
Value,67200,"Sargent County, North Dakota",38,081
Value,49261,"Sheridan County, North Dakota",38,083
Value,40862,"Sioux County, North Dakota",38,085
Value,63942,"Slope County, North Dakota",38,087
Value,75708,"Stark County, North Dakota",38,089
Value,65848,"Steele County, North Dakota",38,091
Value,57642,"Stutsman County, North Dakota",38,093
Value,53696,"Towner County, North Dakota",38,095
Value,62870,"Traill County, North Dakota",38,097
Value,54414,"Walsh County, North Dakota",38,099
Value,67753,"Ward County, North Dakota",38,101
Value,57989,"Wells County, North Dakota",38,103
Value,86575,"Williams County, North Dakota",38,105
Value,36894,"Adams County, Ohio",39,001
Value,50552,"Allen County, Ohio",39,003
Value,52730,"Ashland County, Ohio",39,005
Value,44823,"Ashtabula County, Ohio",39,007
Value,37778,"Athens County, Ohio",39,009
Value,61758,"Auglaize County, Ohio",39,011
Value,49361,"Belmont County, Ohio",39,013
Value,52356,"Brown County, Ohio",39,015
Value,63358,"Butler County, Ohio",39,017
Value,52394,"Carroll County, Ohio",39,019
Value,57103,"Champaign County, Ohio",39,021
Value,48502,"Clark County, Ohio",39,023
Value,64822,"Clermont County, Ohio",39,025
Value,51354,"Clinton County, Ohio",39,027
Value,46306,"Columbiana County, Ohio",39,029
Value,44491,"Coshocton County, Ohio",39,031
Value,42892,"Crawford County, Ohio",39,033
Value,48435,"Cuyahoga County, Ohio",39,035
Value,52691,"Darke County, Ohio",39,037
Value,57665,"Defiance County, Ohio",39,039
Value,104322,"Delaware County, Ohio",39,041
Value,52270,"Erie County, Ohio",39,043
Value,66175,"Fairfield County, Ohio",39,045
Value,46478,"Fayette County, Ohio",39,047
Value,58762,"Franklin County, Ohio",39,049
Value,60231,"Fulton County, Ohio",39,051
Value,42113,"Gallia County, Ohio",39,053
Value,79956,"Geauga County, Ohio",39,055
Value,67109,"Greene County, Ohio",39,057
Value,43975,"Guernsey County, Ohio",39,059
Value,54976,"Hamilton County, Ohio",39,061
Value,55644,"Hancock County, Ohio",39,063
Value,48773,"Hardin County, Ohio",39,065
Value,48462,"Harrison County, Ohio",39,067
Value,59083,"Henry County, Ohio",39,069
Value,43297,"Highland County, Ohio",39,071
Value,50000,"Hocking County, Ohio",39,073
Value,62111,"Holmes County, Ohio",39,075
Value,51559,"Huron County, Ohio",39,077
Value,45340,"Jackson County, Ohio",39,079
Value,44819,"Jefferson County, Ohio",39,081
Value,55131,"Knox County, Ohio",39,083
Value,63475,"Lake County, Ohio",39,085
Value,44372,"Lawrence County, Ohio",39,087
Value,62715,"Licking County, Ohio",39,089
Value,55150,"Logan County, Ohio",39,091
Value,56965,"Lorain County, Ohio",39,093
Value,46924,"Lucas County, Ohio",39,095
Value,65264,"Madison County, Ohio",39,097
Value,44682,"Mahoning County, Ohio",39,099
Value,45464,"Marion County, Ohio",39,101
Value,74243,"Medina County, Ohio",39,103
Value,43591,"Meigs County, Ohio",39,105
Value,59417,"Mercer County, Ohio",39,107
Value,57544,"Miami County, Ohio",39,109
Value,43956,"Monroe County, Ohio",39,111
Value,49314,"Montgomery County, Ohio",39,113
Value,41731,"Morgan County, Ohio",39,115
Value,56010,"Morrow County, Ohio",39,117
Value,45276,"Muskingum County, Ohio",39,119
Value,47456,"Noble County, Ohio",39,121
Value,57918,"Ottawa County, Ohio",39,123
Value,51933,"Paulding County, Ohio",39,125
Value,48811,"Perry County, Ohio",39,127
Value,62214,"Pickaway County, Ohio",39,129
Value,43729,"Pike County, Ohio",39,131
Value,56618,"Portage County, Ohio",39,133
Value,55374,"Preble County, Ohio",39,135
Value,62001,"Putnam County, Ohio",39,137
Value,47346,"Richland County, Ohio",39,139
Value,48403,"Ross County, Ohio",39,141
Value,51701,"Sandusky County, Ohio",39,143
Value,39731,"Scioto County, Ohio",39,145
Value,49936,"Seneca County, Ohio",39,147
Value,61042,"Shelby County, Ohio",39,149
Value,52190,"Stark County, Ohio",39,151
Value,55448,"Summit County, Ohio",39,153
Value,45975,"Trumbull County, Ohio",39,155
Value,51170,"Tuscarawas County, Ohio",39,157
Value,82775,"Union County, Ohio",39,159
Value,52754,"Van Wert County, Ohio",39,161
Value,42114,"Vinton County, Ohio",39,163
Value,83330,"Warren County, Ohio",39,165
Value,48572,"Washington County, Ohio",39,167
Value,56348,"Wayne County, Ohio",39,169
Value,49491,"Williams County, Ohio",39,171
Value,59789,"Wood County, Ohio",39,173
Value,52940,"Wyandot County, Ohio",39,175
Value,32986,"Adair County, Oklahoma",40,001
Value,59569,"Alfalfa County, Oklahoma",40,003
Value,38821,"Atoka County, Oklahoma",40,005
Value,51996,"Beaver County, Oklahoma",40,007
Value,48725,"Beckham County, Oklahoma",40,009
Value,50391,"Blaine County, Oklahoma",40,011
Value,43245,"Bryan County, Oklahoma",40,013
Value,44588,"Caddo County, Oklahoma",40,015
Value,71157,"Canadian County, Oklahoma",40,017
Value,49216,"Carter County, Oklahoma",40,019
Value,40936,"Cherokee County, Oklahoma",40,021
Value,32129,"Choctaw County, Oklahoma",40,023
Value,46071,"Cimarron County, Oklahoma",40,025
Value,62863,"Cleveland County, Oklahoma",40,027
Value,40000,"Coal County, Oklahoma",40,029
Value,52227,"Comanche County, Oklahoma",40,031
Value,51623,"Cotton County, Oklahoma",40,033
Value,41701,"Craig County, Oklahoma",40,035
Value,49578,"Creek County, Oklahoma",40,037
Value,48884,"Custer County, Oklahoma",40,039
Value,39742,"Delaware County, Oklahoma",40,041
Value,50037,"Dewey County, Oklahoma",40,043
Value,52705,"Ellis County, Oklahoma",40,045
Value,51332,"Garfield County, Oklahoma",40,047
Value,45066,"Garvin County, Oklahoma",40,049
Value,58177,"Grady County, Oklahoma",40,051
Value,56287,"Grant County, Oklahoma",40,053
Value,38322,"Greer County, Oklahoma",40,055
Value,41607,"Harmon County, Oklahoma",40,057
Value,50114,"Harper County, Oklahoma",40,059
Value,39375,"Haskell County, Oklahoma",40,061
Value,39265,"Hughes County, Oklahoma",40,063
Value,45757,"Jackson County, Oklahoma",40,065
Value,37319,"Jefferson County, Oklahoma",40,067
Value,40077,"Johnston County, Oklahoma",40,069
Value,45426,"Kay County, Oklahoma",40,071
Value,60656,"Kingfisher County, Oklahoma",40,073
Value,38209,"Kiowa County, Oklahoma",40,075
Value,42363,"Latimer County, Oklahoma",40,077
Value,39769,"Le Flore County, Oklahoma",40,079
Value,49362,"Lincoln County, Oklahoma",40,081
Value,62035,"Logan County, Oklahoma",40,083
Value,52007,"Love County, Oklahoma",40,085
Value,64492,"McClain County, Oklahoma",40,087
Value,35829,"McCurtain County, Oklahoma",40,089
Value,37086,"McIntosh County, Oklahoma",40,091
Value,54118,"Major County, Oklahoma",40,093
Value,45828,"Marshall County, Oklahoma",40,095
Value,48853,"Mayes County, Oklahoma",40,097
Value,51490,"Murray County, Oklahoma",40,099
Value,42689,"Muskogee County, Oklahoma",40,101
Value,53253,"Noble County, Oklahoma",40,103
Value,41895,"Nowata County, Oklahoma",40,105
Value,38527,"Okfuskee County, Oklahoma",40,107
Value,52855,"Oklahoma County, Oklahoma",40,109
Value,42175,"Okmulgee County, Oklahoma",40,111
Value,47789,"Osage County, Oklahoma",40,113
Value,39070,"Ottawa County, Oklahoma",40,115
Value,47413,"Pawnee County, Oklahoma",40,117
Value,40944,"Payne County, Oklahoma",40,119
Value,45346,"Pittsburg County, Oklahoma",40,121
Value,49235,"Pontotoc County, Oklahoma",40,123
Value,47683,"Pottawatomie County, Oklahoma",40,125
Value,37457,"Pushmataha County, Oklahoma",40,127
Value,47667,"Roger Mills County, Oklahoma",40,129
Value,62949,"Rogers County, Oklahoma",40,131
Value,38706,"Seminole County, Oklahoma",40,133
Value,38328,"Sequoyah County, Oklahoma",40,135
Value,46166,"Stephens County, Oklahoma",40,137
Value,50450,"Texas County, Oklahoma",40,139
Value,40462,"Tillman County, Oklahoma",40,141
Value,53902,"Tulsa County, Oklahoma",40,143
Value,61566,"Wagoner County, Oklahoma",40,145
Value,52103,"Washington County, Oklahoma",40,147
Value,52510,"Washita County, Oklahoma",40,149
Value,56899,"Woods County, Oklahoma",40,151
Value,58706,"Woodward County, Oklahoma",40,153
Value,43921,"Baker County, Oregon",41,001
Value,58655,"Benton County, Oregon",41,003
Value,76597,"Clackamas County, Oregon",41,005
Value,52583,"Clatsop County, Oregon",41,007
Value,59714,"Columbia County, Oregon",41,009
Value,43308,"Coos County, Oregon",41,011
Value,44524,"Crook County, Oregon",41,013
Value,46396,"Curry County, Oregon",41,015
Value,63680,"Deschutes County, Oregon",41,017
Value,45812,"Douglas County, Oregon",41,019
Value,42976,"Gilliam County, Oregon",41,021
Value,45357,"Grant County, Oregon",41,023
Value,41797,"Harney County, Oregon",41,025
Value,62935,"Hood River County, Oregon",41,027
Value,50851,"Jackson County, Oregon",41,029
Value,50339,"Jefferson County, Oregon",41,031
Value,43046,"Josephine County, Oregon",41,033
Value,43522,"Klamath County, Oregon",41,035
Value,36627,"Lake County, Oregon",41,037
Value,49958,"Lane County, Oregon",41,039
Value,46061,"Lincoln County, Oregon",41,041
Value,52097,"Linn County, Oregon",41,043
Value,42478,"Malheur County, Oregon",41,045
Value,56097,"Marion County, Oregon",41,047
Value,55440,"Morrow County, Oregon",41,049
Value,64337,"Multnomah County, Oregon",41,051
Value,58344,"Polk County, Oregon",41,053
Value,48056,"Sherman County, Oregon",41,055
Value,47500,"Tillamook County, Oregon",41,057
Value,51887,"Umatilla County, Oregon",41,059
Value,48617,"Union County, Oregon",41,061
Value,44953,"Wallowa County, Oregon",41,063
Value,50973,"Wasco County, Oregon",41,065
Value,78010,"Washington County, Oregon",41,067
Value,33456,"Wheeler County, Oregon",41,069
Value,59484,"Yamhill County, Oregon",41,071
Value,64507,"Adams County, Pennsylvania",42,001
Value,58383,"Allegheny County, Pennsylvania",42,003
Value,49032,"Armstrong County, Pennsylvania",42,005
Value,55828,"Beaver County, Pennsylvania",42,007
Value,49146,"Bedford County, Pennsylvania",42,009
Value,61522,"Berks County, Pennsylvania",42,011
Value,47969,"Blair County, Pennsylvania",42,013
Value,51457,"Bradford County, Pennsylvania",42,015
Value,86055,"Bucks County, Pennsylvania",42,017
Value,68472,"Butler County, Pennsylvania",42,019
Value,45901,"Cambria County, Pennsylvania",42,021
Value,41485,"Cameron County, Pennsylvania",42,023
Value,53624,"Carbon County, Pennsylvania",42,025
Value,58055,"Centre County, Pennsylvania",42,027
Value,96726,"Chester County, Pennsylvania",42,029
Value,45625,"Clarion County, Pennsylvania",42,031
Value,47270,"Clearfield County, Pennsylvania",42,033
Value,49234,"Clinton County, Pennsylvania",42,035
Value,49889,"Columbia County, Pennsylvania",42,037
Value,49144,"Crawford County, Pennsylvania",42,039
Value,68895,"Cumberland County, Pennsylvania",42,041
Value,58916,"Dauphin County, Pennsylvania",42,043
Value,71539,"Delaware County, Pennsylvania",42,045
Value,51112,"Elk County, Pennsylvania",42,047
Value,49716,"Erie County, Pennsylvania",42,049
Value,44476,"Fayette County, Pennsylvania",42,051
Value,38383,"Forest County, Pennsylvania",42,053
Value,59713,"Franklin County, Pennsylvania",42,055
Value,51259,"Fulton County, Pennsylvania",42,057
Value,54121,"Greene County, Pennsylvania",42,059
Value,48597,"Huntingdon County, Pennsylvania",42,061
Value,46877,"Indiana County, Pennsylvania",42,063
Value,46818,"Jefferson County, Pennsylvania",42,065
Value,52765,"Juniata County, Pennsylvania",42,067
Value,50875,"Lackawanna County, Pennsylvania",42,069
Value,63823,"Lancaster County, Pennsylvania",42,071
Value,48860,"Lawrence County, Pennsylvania",42,073
Value,59114,"Lebanon County, Pennsylvania",42,075
Value,62178,"Lehigh County, Pennsylvania",42,077
Value,51646,"Luzerne County, Pennsylvania",42,079
Value,52407,"Lycoming County, Pennsylvania",42,081
Value,46953,"McKean County, Pennsylvania",42,083
Value,48768,"Mercer County, Pennsylvania",42,085
Value,47526,"Mifflin County, Pennsylvania",42,087
Value,63931,"Monroe County, Pennsylvania",42,089
Value,88166,"Montgomery County, Pennsylvania",42,091
Value,57183,"Montour County, Pennsylvania",42,093
Value,67565,"Northampton County, Pennsylvania",42,095
Value,47063,"Northumberland County, Pennsylvania",42,097
Value,62266,"Perry County, Pennsylvania",42,099
Value,43744,"Philadelphia County, Pennsylvania",42,101
Value,64247,"Pike County, Pennsylvania",42,103
Value,42821,"Potter County, Pennsylvania",42,105
Value,49190,"Schuylkill County, Pennsylvania",42,107
Value,57638,"Snyder County, Pennsylvania",42,109
Value,48224,"Somerset County, Pennsylvania",42,111
Value,47346,"Sullivan County, Pennsylvania",42,113
Value,53059,"Susquehanna County, Pennsylvania",42,115
Value,50667,"Tioga County, Pennsylvania",42,117
Value,56026,"Union County, Pennsylvania",42,119
Value,47982,"Venango County, Pennsylvania",42,121
Value,48409,"Warren County, Pennsylvania",42,123
Value,61567,"Washington County, Pennsylvania",42,125
Value,54851,"Wayne County, Pennsylvania",42,127
Value,58866,"Westmoreland County, Pennsylvania",42,129
Value,59308,"Wyoming County, Pennsylvania",42,131
Value,63902,"York County, Pennsylvania",42,133
Value,75578,"Bristol County, Rhode Island",44,001
Value,70223,"Kent County, Rhode Island",44,003
Value,77237,"Newport County, Rhode Island",44,005
Value,55233,"Providence County, Rhode Island",44,007
Value,81301,"Washington County, Rhode Island",44,009
Value,36685,"Abbeville County, South Carolina",45,001
Value,50036,"Aiken County, South Carolina",45,003
Value,24560,"Allendale County, South Carolina",45,005
Value,47906,"Anderson County, South Carolina",45,007
Value,32229,"Bamberg County, South Carolina",45,009
Value,36566,"Barnwell County, South Carolina",45,011
Value,63110,"Beaufort County, South Carolina",45,013
Value,59995,"Berkeley County, South Carolina",45,015
Value,44534,"Calhoun County, South Carolina",45,017
Value,61028,"Charleston County, South Carolina",45,019
Value,35836,"Cherokee County, South Carolina",45,021
Value,40080,"Chester County, South Carolina",45,023
Value,40033,"Chesterfield County, South Carolina",45,025
Value,37525,"Clarendon County, South Carolina",45,027
Value,36276,"Colleton County, South Carolina",45,029
Value,36254,"Darlington County, South Carolina",45,031
Value,29362,"Dillon County, South Carolina",45,033
Value,61698,"Dorchester County, South Carolina",45,035
Value,49200,"Edgefield County, South Carolina",45,037
Value,36294,"Fairfield County, South Carolina",45,039
Value,45479,"Florence County, South Carolina",45,041
Value,48071,"Georgetown County, South Carolina",45,043
Value,56789,"Greenville County, South Carolina",45,045
Value,40982,"Greenwood County, South Carolina",45,047
Value,32453,"Hampton County, South Carolina",45,049
Value,48279,"Horry County, South Carolina",45,051
Value,41930,"Jasper County, South Carolina",45,053
Value,49392,"Kershaw County, South Carolina",45,055
Value,55223,"Lancaster County, South Carolina",45,057
Value,41578,"Laurens County, South Carolina",45,059
Value,31651,"Lee County, South Carolina",45,061
Value,59593,"Lexington County, South Carolina",45,063
Value,42262,"McCormick County, South Carolina",45,065
Value,33046,"Marion County, South Carolina",45,067
Value,34203,"Marlboro County, South Carolina",45,069
Value,42765,"Newberry County, South Carolina",45,071
Value,46056,"Oconee County, South Carolina",45,073
Value,36188,"Orangeburg County, South Carolina",45,075
Value,47024,"Pickens County, South Carolina",45,077
Value,53922,"Richland County, South Carolina",45,079
Value,44486,"Saluda County, South Carolina",45,081
Value,50179,"Spartanburg County, South Carolina",45,083
Value,43792,"Sumter County, South Carolina",45,085
Value,40120,"Union County, South Carolina",45,087
Value,32351,"Williamsburg County, South Carolina",45,089
Value,62431,"York County, South Carolina",45,091
Value,59293,"Aurora County, South Dakota",46,003
Value,51700,"Beadle County, South Dakota",46,005
Value,48348,"Bennett County, South Dakota",46,007
Value,54450,"Bon Homme County, South Dakota",46,009
Value,56370,"Brookings County, South Dakota",46,011
Value,56455,"Brown County, South Dakota",46,013
Value,50839,"Brule County, South Dakota",46,015
Value,32500,"Buffalo County, South Dakota",46,017
Value,44387,"Butte County, South Dakota",46,019
Value,52500,"Campbell County, South Dakota",46,021
Value,46389,"Charles Mix County, South Dakota",46,023
Value,47798,"Clark County, South Dakota",46,025
Value,43189,"Clay County, South Dakota",46,027
Value,54774,"Codington County, South Dakota",46,029
Value,35441,"Corson County, South Dakota",46,031
Value,55472,"Custer County, South Dakota",46,033
Value,47772,"Davison County, South Dakota",46,035
Value,44145,"Day County, South Dakota",46,037
Value,57930,"Deuel County, South Dakota",46,039
Value,43954,"Dewey County, South Dakota",46,041
Value,57419,"Douglas County, South Dakota",46,043
Value,68551,"Edmunds County, South Dakota",46,045
Value,50837,"Fall River County, South Dakota",46,047
Value,53889,"Faulk County, South Dakota",46,049
Value,62532,"Grant County, South Dakota",46,051
Value,44479,"Gregory County, South Dakota",46,053
Value,37420,"Haakon County, South Dakota",46,055
Value,65050,"Hamlin County, South Dakota",46,057
Value,52438,"Hand County, South Dakota",46,059
Value,63036,"Hanson County, South Dakota",46,061
Value,57365,"Harding County, South Dakota",46,063
Value,63564,"Hughes County, South Dakota",46,065
Value,54868,"Hutchinson County, South Dakota",46,067
Value,54891,"Hyde County, South Dakota",46,069
Value,33438,"Jackson County, South Dakota",46,071
Value,49519,"Jerauld County, South Dakota",46,073
Value,41103,"Jones County, South Dakota",46,075
Value,59375,"Kingsbury County, South Dakota",46,077
Value,59232,"Lake County, South Dakota",46,079
Value,52245,"Lawrence County, South Dakota",46,081
Value,81422,"Lincoln County, South Dakota",46,083
Value,53263,"Lyman County, South Dakota",46,085
Value,62234,"McCook County, South Dakota",46,087
Value,43804,"McPherson County, South Dakota",46,089
Value,63594,"Marshall County, South Dakota",46,091
Value,59218,"Meade County, South Dakota",46,093
Value,31222,"Mellette County, South Dakota",46,095
Value,51394,"Miner County, South Dakota",46,097
Value,60028,"Minnehaha County, South Dakota",46,099
Value,58167,"Moody County, South Dakota",46,101
Value,30347,"Oglala Lakota County, South Dakota",46,102
Value,55024,"Pennington County, South Dakota",46,103
Value,56850,"Perkins County, South Dakota",46,105
Value,53600,"Potter County, South Dakota",46,107
Value,50495,"Roberts County, South Dakota",46,109
Value,54899,"Sanborn County, South Dakota",46,111
Value,52729,"Spink County, South Dakota",46,115
Value,71763,"Stanley County, South Dakota",46,117
Value,64028,"Sully County, South Dakota",46,119
Value,24257,"Todd County, South Dakota",46,121
Value,51027,"Tripp County, South Dakota",46,123
Value,55380,"Turner County, South Dakota",46,125
Value,69563,"Union County, South Dakota",46,127
Value,52123,"Walworth County, South Dakota",46,129
Value,54694,"Yankton County, South Dakota",46,135
Value,37143,"Ziebach County, South Dakota",46,137
Value,49376,"Anderson County, Tennessee",47,001
Value,48945,"Bedford County, Tennessee",47,003
Value,33125,"Benton County, Tennessee",47,005
Value,42889,"Bledsoe County, Tennessee",47,007
Value,54140,"Blount County, Tennessee",47,009
Value,48140,"Bradley County, Tennessee",47,011
Value,38170,"Campbell County, Tennessee",47,013
Value,49523,"Cannon County, Tennessee",47,015
Value,40810,"Carroll County, Tennessee",47,017
Value,36589,"Carter County, Tennessee",47,019
Value,58641,"Cheatham County, Tennessee",47,021
Value,45667,"Chester County, Tennessee",47,023
Value,36077,"Claiborne County, Tennessee",47,025
Value,31487,"Clay County, Tennessee",47,027
Value,33614,"Cocke County, Tennessee",47,029
Value,47998,"Coffee County, Tennessee",47,031
Value,42047,"Crockett County, Tennessee",47,033
Value,43893,"Cumberland County, Tennessee",47,035
Value,56507,"Davidson County, Tennessee",47,037
Value,40233,"Decatur County, Tennessee",47,039
Value,44134,"DeKalb County, Tennessee",47,041
Value,50549,"Dickson County, Tennessee",47,043
Value,43762,"Dyer County, Tennessee",47,045
Value,59017,"Fayette County, Tennessee",47,047
Value,35084,"Fentress County, Tennessee",47,049
Value,49038,"Franklin County, Tennessee",47,051
Value,41886,"Gibson County, Tennessee",47,053
Value,47528,"Giles County, Tennessee",47,055
Value,42997,"Grainger County, Tennessee",47,057
Value,40138,"Greene County, Tennessee",47,059
Value,36987,"Grundy County, Tennessee",47,061
Value,42589,"Hamblen County, Tennessee",47,063
Value,53035,"Hamilton County, Tennessee",47,065
Value,28990,"Hancock County, Tennessee",47,067
Value,38651,"Hardeman County, Tennessee",47,069
Value,39798,"Hardin County, Tennessee",47,071
Value,40335,"Hawkins County, Tennessee",47,073
Value,38362,"Haywood County, Tennessee",47,075
Value,42430,"Henderson County, Tennessee",47,077
Value,40837,"Henry County, Tennessee",47,079
Value,41998,"Hickman County, Tennessee",47,081
Value,43964,"Houston County, Tennessee",47,083
Value,41510,"Humphreys County, Tennessee",47,085
Value,36703,"Jackson County, Tennessee",47,087
Value,47264,"Jefferson County, Tennessee",47,089
Value,34151,"Johnson County, Tennessee",47,091
Value,54437,"Knox County, Tennessee",47,093
Value,34966,"Lake County, Tennessee",47,095
Value,37915,"Lauderdale County, Tennessee",47,097
